model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,10,platonic,True,"{""platonic"": -0.36441802978515625, ""romantic"": -2.22265625}","{""platonic"": 0.865091505021474, ""romantic"": 0.13490855607039956}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,11,yes,True,"{""no"": -3.525390625, ""yes"": -2.025390625}","{""no"": 0.18242550282051248, ""yes"": 0.8175743821416167}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,12,good,False,"{""bad"": -2.41796875, ""good"": -0.9189453125}","{""bad"": 0.1825712211522836, ""good"": 0.8174287861901173}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,13,sportsman,True,"{""career"": -4.9296875, ""sportsman"": -0.4995574951171875}","{""career"": 0.011772691225833149, ""sportsman"": 0.9882272981403906}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,14,reality,False,"{""object"": -4.6328125, ""reality"": -4.1328125}","{""object"": 0.377540667992942, ""reality"": 0.6224593298742985}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,15,success,False,"{""object"": -3.314453125, ""success"": -2.814453125}","{""object"": 0.377540667992942, ""success"": 0.6224593298742985}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,16,no,True,"{""no"": -3.0859375, ""yes"": -3.0859375}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,17,yes,False,"{""no"": -3.373046875, ""yes"": -1.3720703125}","{""no"": 0.11910044492947416, ""yes"": 0.8808995976869695}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,18,no,True,"{""no"": -2.4765625, ""yes"": -2.9765625}","{""no"": 0.6224593298742985, ""yes"": 0.377540667992942}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,19,handyman,False,"{""handyman"": -0.4883575439453125, ""owner"": -2.9609375}","{""handyman"": 0.9221970717031197, ""owner"": 0.07780292664169482}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,20,yes,False,"{""no"": -1.888671875, ""yes"": -0.88818359375}","{""no"": 0.2688454338240528, ""yes"": 0.7311545793538282}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,21,no,True,"{""disputed"": -6.4453125, ""no"": -0.94384765625, ""yes"": -1.443359375}","{""disputed"": 0.002533224138605438, ""no"": 0.6207680425214863, ""yes"": 0.376698729165731}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,22,yes,False,"{""no"": -1.9287109375, ""uncertain"": -6.962531089782715, ""yes"": -0.92822265625}","{""no"": 0.26837543177761874, ""uncertain"": 0.0017481646643251613, ""yes"": 0.7298763573521823}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,23,no,True,"{""no"": -2.484375, ""yes"": -2.484375}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,24,yes,False,"{""no"": -2.587890625, ""yes"": -1.5888671875}","{""no"": 0.2691334509707335, ""yes"": 0.7308664837858758}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,25,no,False,"{""no"": -2.884765625, ""yes"": -3.384765625}","{""no"": 0.6224593298742985, ""yes"": 0.377540667992942}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,26,no,False,"{""no"": -1.8125, ""yes"": -1.8125}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,27,yes,False,"{""no"": -3.37109375, ""yes"": -1.87109375}","{""no"": 0.18242550282051248, ""yes"": 0.8175743821416167}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,28,no,True,"{""no"": -1.5986328125, ""yes"": -2.09765625}","{""no"": 0.6222297883289036, ""yes"": 0.377770180123273}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,29,yes,False,"{""no"": -3.162109375, ""yes"": -1.1630859375}","{""no"": 0.11930549664297538, ""yes"": 0.8806945342649951}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,30,color,True,"{""belief"": -3.041015625, ""color"": -1.0400390625}","{""belief"": 0.11910044492947416, ""color"": 0.8808995976869695}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,31,water,True,"{""enthusiasm"": -5.9453125, ""water"": -4.9453125}","{""enthusiasm"": 0.2689414693966366, ""water"": 0.7310587091799517}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,32,no,True,"{""no"": -2.33203125, ""yes"": -2.83203125}","{""no"": 0.6224593298742985, ""yes"": 0.377540667992942}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,33,credits,False,"{""credits"": -5.9905242919921875, ""lightning"": -6.29638671875}","{""credits"": 0.5758750182567457, ""lightning"": 0.42412500216155}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,34,innovation,False,"{""innovation"": -1.70703125, ""light"": -2.20703125}","{""innovation"": 0.6224593298742985, ""light"": 0.377540667992942}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,35,no,True,"{""no"": -2.130859375, ""yes"": -2.130859375}","{""no"": 0.49999999904767284, ""yes"": 0.49999999904767284}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,36,financial,False,"{""financial"": -1.4658203125, ""physical"": -2.96484375}","{""financial"": 0.8174287861901173, ""physical"": 0.1825712211522836}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,37,mark,True,"{""mark"": -3.677734375, ""standard"": -4.67578125}","{""mark"": 0.7306743089357599, ""standard"": 0.2693255695892396}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,38,dead,False,"{""alive"": -1.5068359375, ""dead"": -1.0068359375}","{""alive"": 0.377540667992942, ""dead"": 0.6224593298742985}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,39,no,True,"{""no"": -1.548828125, ""yes"": -2.048828125}","{""no"": 0.6224593298742985, ""yes"": 0.377540667992942}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,40,exam,False,"{""create"": -9.5390625, ""exam"": -6.46142578125, ""pass"": -6.54296875, ""scoring"": -6.522636413574219, ""system"": -11.0390625}","{""create"": 0.015783926296512124, ""exam"": 0.3426223492337414, ""pass"": 0.31579265690846453, ""scoring"": 0.3222791790636054, ""system"": 0.003521870002311763}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,41,emotion,True,"{""emotion"": -3.501953125, ""trend"": -7.8564453125}","{""emotion"": 0.9873140768977968, ""trend"": 0.012685964862324014}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,42,yes,False,"{""no"": -1.8251953125, ""yes"": -1.3251953125}","{""no"": 0.377540667992942, ""yes"": 0.6224593298742985}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,43,no,True,"{""no"": -4.5625, ""yes"": -6.0625}","{""no"": 0.8175745770665623, ""yes"": 0.18242554631414684}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,44,movement,True,"{""movement"": -0.75830078125, ""progress"": -1.7587890625}","{""movement"": 0.731154557563724, ""progress"": 0.2688454338240528}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,45,acquire,False,"{""acquire"": -5.60546875, ""see"": -6.10546875}","{""acquire"": 0.6224591814684473, ""see"": 0.3775405779802431}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,46,leave,True,"{""leave"": -4.8203125, ""leaving"": -7.0771484375, ""obvious"": -6.802490234375, ""say"": -7.8203125, ""saying"": -7.2431640625}","{""leave"": 0.7241624008852827, ""leaving"": 0.07580617398697574, ""obvious"": 0.09976704750482852, ""say"": 0.036053922962312066, ""saying"": 0.06421033090971555}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,47,paper,True,"{""escape"": -5.421875, ""give"": -6.421875, ""giving"": -8.421875, ""paper"": -2.419921875, ""piece"": -4.921875}","{""escape"": 0.043119816753329536, ""give"": 0.015862894090629864, ""giving"": 0.0021468092647077826, ""paper"": 0.8677778961455609, ""piece"": 0.07109255906990614}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,48,radio,True,"{""frequency"": -9.125, ""opinions"": -7.12890625, ""radio"": -1.6279296875, ""sharing"": -6.62890625}","{""frequency"": 0.0005484715392940804, ""opinions"": 0.004036887043351719, ""radio"": 0.9887589222858071, ""sharing"": 0.006655701535787729}"
Pythia-160m-deduped,EleutherAI/pythia-160m-deduped,few_shot,standard,few_shot_standard,49,kindness,False,"{""durability"": -5.84912109375, ""kindness"": -3.724609375}","{""durability"": 0.10673712674968684, ""kindness"": 0.8932627504974315}"
