model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,10,platonic,True,"{""platonic"": -2.163397789001465, ""romantic"": -3.62908935546875}","{""platonic"": 0.8124016215940401, ""romantic"": 0.18759835338922554}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,11,yes,True,"{""no"": -3.8671875, ""yes"": -2.5859375}","{""no"": 0.217337514337814, ""yes"": 0.7826624547920057}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,12,bad,True,"{""bad"": -3.560546875, ""good"": -3.763671875}","{""bad"": 0.5506073530881874, ""good"": 0.4493926243057711}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,13,sportsman,True,"{""career"": -3.833984375, ""sportsman"": -1.5233840942382812}","{""career"": 0.09024884249694629, ""sportsman"": 0.9097511061489503}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,14,reality,False,"{""object"": -7.1328125, ""reality"": -4.40625}","{""object"": 0.06142402796253639, ""reality"": 0.9385757751742518}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,15,success,False,"{""object"": -4.63671875, ""success"": -2.400390625}","{""object"": 0.09653532464293088, ""success"": 0.9034647775634108}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,16,yes,False,"{""no"": -3.626953125, ""yes"": -2.931640625}","{""no"": 0.33285230702449997, ""yes"": 0.6671476389322356}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,17,yes,False,"{""no"": -4.171875, ""yes"": -3.3671875}","{""no"": 0.3090236749417403, ""yes"": 0.6909762079870929}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,18,yes,False,"{""no"": -4.84765625, ""yes"": -4.05078125}","{""no"": 0.31069438000500593, ""yes"": 0.6893056096647525}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,19,handyman,False,"{""handyman"": -2.0204110145568848, ""owner"": -4.0546875}","{""handyman"": 0.8843491334134376, ""owner"": 0.11565081624279265}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,20,yes,False,"{""no"": -3.876953125, ""yes"": -2.861328125}","{""no"": 0.26588046211241273, ""yes"": 0.7341194965629874}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,21,yes,False,"{""disputed"": -6.1441802978515625, ""no"": -3.947265625, ""yes"": -3.595703125}","{""disputed"": 0.04388885699493271, ""no"": 0.3948773197379945, ""yes"": 0.5612338332368938}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,22,yes,False,"{""no"": -2.96484375, ""uncertain"": -6.407374382019043, ""yes"": -2.89453125}","{""no"": 0.4750983851197864, ""uncertain"": 0.015195381234958312, ""yes"": 0.5097061632322435}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,23,yes,False,"{""no"": -3.4609375, ""yes"": -3.1640625}","{""no"": 0.4263216223918792, ""yes"": 0.5736784476125245}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,24,no,True,"{""no"": -3.130859375, ""yes"": -3.724609375}","{""no"": 0.644225125126315, ""yes"": 0.35577490380758586}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,25,yes,True,"{""no"": -2.951171875, ""yes"": -2.748046875}","{""no"": 0.4493926243057711, ""yes"": 0.5506073530881874}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,26,yes,True,"{""no"": -3.732421875, ""yes"": -3.615234375}","{""no"": 0.4707365927060706, ""yes"": 0.5292633777076584}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,27,yes,False,"{""no"": -3.71484375, ""yes"": -3.52734375}","{""no"": 0.45326185397243934, ""yes"": 0.5467381591701916}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,28,no,True,"{""no"": -3.55859375, ""yes"": -3.69921875}","{""no"": 0.5350983597716067, ""yes"": 0.4649015115511235}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,29,yes,False,"{""no"": -3.58984375, ""yes"": -2.96484375}","{""no"": 0.3486451328151311, ""yes"": 0.651354859960289}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,30,color,True,"{""belief"": -3.146484375, ""color"": -2.263671875}","{""belief"": 0.2925953139879807, ""color"": 0.7074047371961694}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,31,enthusiasm,False,"{""enthusiasm"": -3.586339314778646, ""water"": -5.9921875}","{""enthusiasm"": 0.9172720688528679, ""water"": 0.08272781304903702}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,32,yes,False,"{""no"": -4.6796875, ""yes"": -3.796875}","{""no"": 0.2925953139879807, ""yes"": 0.7074047371961694}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,33,credits,False,"{""credits"": -4.794907569885254, ""lightning"": -5.73046875}","{""credits"": 0.7182021936942036, ""lightning"": 0.2817978461098289}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,34,innovation,False,"{""innovation"": -1.7392578125, ""light"": -2.78515625}","{""innovation"": 0.7399864670946985, ""light"": 0.2600134760986844}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,35,yes,False,"{""no"": -3.400390625, ""yes"": -2.923828125}","{""no"": 0.3830641674147837, ""yes"": 0.6169358292808838}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,36,financial,False,"{""financial"": -4.265625, ""physical"": -5.296875}","{""financial"": 0.7371581232960549, ""physical"": 0.2628418233468361}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,37,standard,False,"{""mark"": -3.826171875, ""standard"": -2.560546875}","{""mark"": 0.22000708143320397, ""standard"": 0.7799928353299859}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,38,alive,True,"{""alive"": -3.580078125, ""dead"": -4.55078125}","{""alive"": 0.7252595826629444, ""dead"": 0.2747403612633142}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,39,no,True,"{""no"": -3.22265625, ""yes"": -3.96484375}","{""no"": 0.6774740488138061, ""yes"": 0.3225259982406609}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,40,pass,False,"{""create"": -8.4296875, ""exam"": -5.6263427734375, ""pass"": -5.2109375, ""scoring"": -6.165618896484375, ""system"": -7.84375}","{""create"": 0.01854756539245021, ""exam"": 0.30603003823842706, ""pass"": 0.463630794857367, ""scoring"": 0.17846761180140944, ""system"": 0.03332393923831666}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,41,emotion,True,"{""emotion"": -3.900390625, ""trend"": -4.365234375}","{""emotion"": 0.6141626876309731, ""trend"": 0.38583742678688504}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,42,no,True,"{""no"": -3.181640625, ""yes"": -3.869140625}","{""no"": 0.6654105788791005, ""yes"": 0.3345894513763354}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,43,no,True,"{""no"": -3.68359375, ""yes"": -3.69140625}","{""no"": 0.5019531141001669, ""yes"": 0.49804688397577634}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,44,movement,True,"{""movement"": -2.0234375, ""progress"": -3.6875}","{""movement"": 0.8407825468970517, ""progress"": 0.15921739963265172}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,45,acquire,False,"{""acquire"": -4.721466064453125, ""see"": -6.15625}","{""acquire"": 0.8076454576610512, ""see"": 0.19235434859330752}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,46,leaving,True,"{""leave"": -4.44921875, ""leaving"": -4.39947509765625, ""obvious"": -5.558082580566406, ""say"": -8.0625, ""saying"": -6.671875}","{""leave"": 0.39742158865967286, ""leaving"": 0.4176907414658807, ""obvious"": 0.13112273891565598, ""say"": 0.01071576909111874, ""saying"": 0.043049103386691774}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,47,escape,False,"{""escape"": -4.84765625, ""give"": -6.85546875, ""giving"": -9.1875, ""paper"": -6.34765625, ""piece"": -7.98046875}","{""escape"": 0.7071905734122916, ""give"": 0.09496303226196538, ""giving"": 0.00922075048520583, ""paper"": 0.15779554590094455, ""piece"": 0.03082998273167763}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,48,radio,True,"{""frequency"": -8.7109375, ""opinions"": -6.246223449707031, ""radio"": -5.88671875, ""sharing"": -9.234375}","{""frequency"": 0.033112164484213974, ""opinions"": 0.3894029903307667, ""radio"": 0.557866380337372, ""sharing"": 0.01961830819732943}"
Pythia-1.4b-deduped,EleutherAI/pythia-1.4b-deduped,zero_shot,standard,zero_shot_standard,49,kindness,False,"{""durability"": -4.0305124918619795, ""kindness"": -2.0625}","{""durability"": 0.12260256488995257, ""kindness"": 0.8773975161342078}"
