model_label,model_hf_name,prompt_type,think_mode,setting,item_index,chosen_candidate,chosen_is_correct,candidate_logits,candidate_probs_normalized
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,21,no,True,"{""disputed"": -3.47265625, ""no"": -0.8623046875, ""yes"": -1.7216796875}","{""disputed"": 0.04910612365341898, ""no"": 0.6680315061491773, ""yes"": 0.2828623284915271}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,22,no,True,"{""no"": -1.37890625, ""uncertain"": -2.91796875, ""yes"": -1.43359375}","{""no"": 0.46267099172346027, ""uncertain"": 0.09928094907805593, ""yes"": 0.43804809069666806}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,23,no,True,"{""no"": -1.1484375, ""yes"": -1.8984375}","{""no"": 0.6791787167336184, ""yes"": 0.32082130911852547}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,24,no,True,"{""no"": -2.0234375, ""yes"": -2.1875}","{""no"": 0.5409238971378262, ""yes"": 0.4590761489841163}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,25,yes,True,"{""no"": -2.27734375, ""yes"": -0.9482421875}","{""no"": 0.2093080072725509, ""yes"": 0.7906919974779638}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,26,yes,True,"{""no"": -3.1015625, ""yes"": -2.8515625}","{""no"": 0.43782350042481233, ""yes"": 0.5621765025686553}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,27,no,True,"{""no"": -1.54296875, ""yes"": -1.74609375}","{""no"": 0.550607385906944, ""yes"": 0.4493926510916596}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,28,no,True,"{""no"": -1.4443359375, ""yes"": -1.8115234375}","{""no"": 0.5907791930117218, ""yes"": 0.40922078691873215}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,29,yes,False,"{""no"": -1.88671875, ""yes"": -1.64453125}","{""no"": 0.4397473598143478, ""yes"": 0.5602526707659626}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,30,color,True,"{""belief"": -2.751953125, ""color"": -0.345703125}","{""belief"": 0.08269734531627558, ""color"": 0.917302659284567}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,31,enthusiasm,False,"{""enthusiasm"": -2.685546875, ""water"": -4.0234375}","{""enthusiasm"": 0.7921427766133434, ""water"": 0.2078571415099225}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,32,yes,False,"{""no"": -2.611328125, ""yes"": -1.650390625}","{""no"": 0.2766905337063746, ""yes"": 0.7233094759829314}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,33,credits,False,"{""credits"": -3.412109375, ""lightning"": -4.6953125}","{""credits"": 0.7829944888626174, ""lightning"": 0.2170054638978863}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,34,innovation,False,"{""innovation"": -0.9951171875, ""light"": -1.8935546875}","{""innovation"": 0.710628291600229, ""light"": 0.28937169293513537}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,35,yes,False,"{""no"": -2.419921875, ""yes"": -1.6787109375}","{""no"": 0.3227393788266578, ""yes"": 0.6772605498489473}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,36,financial,False,"{""financial"": -2.39453125, ""physical"": -3.35546875}","{""financial"": 0.7233094759829314, ""physical"": 0.2766905337063746}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,37,mark,True,"{""mark"": -1.1259765625, ""standard"": -3.001953125}","{""mark"": 0.8671482864654381, ""standard"": 0.13285170328611356}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,38,alive,True,"{""alive"": -0.33349609375, ""dead"": -2.544921875}","{""alive"": 0.9012708219757853, ""dead"": 0.09872912123728779}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,39,yes,False,"{""no"": -1.38671875, ""yes"": -1.29296875}","{""no"": 0.4765796573698212, ""yes"": 0.5234203558622696}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,40,pass,False,"{""create"": -3.845703125, ""exam"": -4.921875, ""pass"": -2.603515625, ""scoring"": -6.0, ""system"": -6.90625}","{""create"": 0.20133178009232064, ""exam"": 0.06863360746214502, ""pass"": 0.697248373984291, ""scoring"": 0.023351408872896426, ""system"": 0.009434819814209792}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,41,trend,False,"{""emotion"": -3.55078125, ""trend"": -2.53515625}","{""emotion"": 0.26588046211241273, ""trend"": 0.7341194965629874}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,42,yes,False,"{""no"": -1.8837890625, ""yes"": -1.5947265625}","{""no"": 0.42823343039620865, ""yes"": 0.5717666450999772}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,43,no,True,"{""no"": -1.9208984375, ""yes"": -1.9990234375}","{""no"": 0.5195213440667139, ""yes"": 0.480478698500588}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,44,progress,False,"{""movement"": -2.037109375, ""progress"": -1.380859375}","{""movement"": 0.3415824960356538, ""progress"": 0.6584175332476201}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,45,acquire,False,"{""acquire"": -2.755859375, ""see"": -4.2421875}","{""acquire"": 0.8155265358776532, ""see"": 0.1844735026194597}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,46,obvious,False,"{""leave"": -4.57421875, ""leaving"": -5.46533203125, ""obvious"": -2.92578125, ""say"": -7.33984375, ""saying"": -6.24462890625}","{""leave"": 0.14576927311564666, ""leaving"": 0.05979438554299787, ""obvious"": 0.7578326254878579, ""say"": 0.009174244530569309, ""saying"": 0.027429385282993234}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,47,paper,True,"{""escape"": -2.359375, ""give"": -5.5390625, ""giving"": -7.140625, ""paper"": -2.140625, ""piece"": -2.71875}","{""escape"": 0.33415573130546594, ""give"": 0.01390042986104538, ""giving"": 0.0028020667360251312, ""paper"": 0.4158635267349368, ""piece"": 0.23327829633530905}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,48,radio,True,"{""frequency"": -4.86328125, ""opinions"": -5.51953125, ""radio"": -3.005859375, ""sharing"": -4.50390625}","{""frequency"": 0.10685560252867261, ""opinions"": 0.05543595630370381, ""radio"": 0.6846448858194364, ""sharing"": 0.15306358357372085}"
Pythia-1b-deduped,EleutherAI/pythia-1b-deduped,few_shot,standard,few_shot_standard,49,kindness,False,"{""durability"": -2.9296875, ""kindness"": -1.21875}","{""durability"": 0.15304216356300201, ""kindness"": 0.8469578777204317}"
